,age,balance,campaign,pdays,last_contact,poutcome_success
0,1.2666666666666666,1.2221620646092763,-0.5,0.0,0.34831460674157305,0.0
1,-0.4,-0.3234073271972568,-0.5,0.0,0.34831460674157305,0.0
2,-0.6666666666666666,-0.04331348132106118,-0.5,0.0,0.34831460674157305,0.0
3,0.9333333333333333,-0.32051976177585273,-0.5,0.0,0.34831460674157305,0.0
4,1.2,-0.28731275942970586,-0.5,0.0,0.34831460674157305,0.0
5,1.4,-0.2815376285868977,-0.5,0.0,0.34831460674157305,0.0
6,0.06666666666666667,-0.32485110990795885,-0.5,0.0,0.34831460674157305,0.0
7,-0.2,0.0404259158996571,-0.5,0.0,0.34831460674157305,0.0
8,0.3333333333333333,1.5419599350297781,-0.5,0.0,0.34831460674157305,0.0
9,1.0,0.6071106298502076,-0.5,0.0,0.34831460674157305,0.0
10,0.06666666666666667,-0.3075257173795344,-0.5,0.0,0.34831460674157305,0.0
11,0.4666666666666667,-0.19563255730012633,-0.5,0.0,0.34831460674157305,0.0
12,1.3333333333333333,-0.2822595199422487,-0.5,0.0,0.34831460674157305,0.0
13,1.0666666666666667,-0.3082476087348854,-0.5,0.0,0.34831460674157305,0.0
14,0.26666666666666666,1.0734524454069663,-0.5,0.0,0.34831460674157305,0.0
15,0.6666666666666666,-0.32485110990795885,-0.5,0.0,0.34831460674157305,0.0
16,0.2,0.17325392528424471,-0.5,0.0,0.34831460674157305,0.0
17,1.1333333333333333,-0.292365998917163,-0.5,0.0,0.34831460674157305,0.0
18,0.2,-0.28875654214040786,-0.5,0.0,0.34831460674157305,0.0
19,-0.6,-0.21512362389460385,0.0,0.0,0.34831460674157305,0.0
20,1.4,-0.11550261685616314,-0.5,0.0,0.34831460674157305,0.0
21,1.4,-0.2858689767190038,-0.5,0.0,0.34831460674157305,0.0
22,1.2,-0.3515610900559466,-0.5,0.0,0.34831460674157305,0.0
23,0.3333333333333333,-0.8114058834145461,-0.5,0.0,0.34831460674157305,0.0
24,0.3333333333333333,-0.2858689767190038,-0.5,0.0,0.34831460674157305,0.0
25,-0.3333333333333333,-0.2808157372315466,-0.5,0.0,0.34831460674157305,0.0
26,0.4,0.05269806894062443,0.0,0.0,0.34831460674157305,0.0
27,1.1333333333333333,-0.34939541598989354,0.0,0.0,0.34831460674157305,0.0
28,1.1333333333333333,-0.28442519400830174,-0.5,0.0,0.34831460674157305,0.0
29,-0.4,-0.24905251759610178,0.0,0.0,0.34831460674157305,0.0
30,0.26666666666666666,-0.32485110990795885,-0.5,0.0,0.34831460674157305,0.0
31,-0.4666666666666667,0.04836672080851832,-0.5,0.0,0.34831460674157305,0.0
32,0.9333333333333333,0.3587800036094568,-0.5,0.0,0.34831460674157305,0.0
33,1.3333333333333333,-0.28370330265295074,-0.5,0.0,0.34831460674157305,0.0
34,1.0,-0.07363291824580401,0.0,0.0,0.34831460674157305,0.0
35,0.5333333333333333,-0.19779823136617938,0.0,0.0,0.34831460674157305,0.0
36,0.4,-0.26276845334777116,-0.5,0.0,0.34831460674157305,0.0
37,1.0,-0.19202310052337124,0.0,0.0,0.34831460674157305,0.0
38,0.7333333333333333,-0.32485110990795885,0.5,0.0,0.34831460674157305,0.0
39,1.0,2.6204656199242016,-0.5,0.0,0.34831460674157305,0.0
40,1.0666666666666667,-0.2721530409673344,0.0,0.0,0.34831460674157305,0.0
41,-0.4,-0.10323046381519581,0.0,0.0,0.34831460674157305,0.0
42,1.4666666666666666,0.7060097455332972,0.0,0.0,0.34831460674157305,0.0
43,-0.26666666666666666,-0.32485110990795885,-0.5,0.0,0.34831460674157305,0.0
44,0.13333333333333333,0.04836672080851832,-0.5,0.0,0.34831460674157305,0.0
45,0.0,-0.13932503158274678,-0.5,0.0,0.34831460674157305,0.0
46,0.9333333333333333,-0.08662696264212236,0.0,0.0,0.34831460674157305,0.0
47,1.0666666666666667,-0.32485110990795885,-0.5,0.0,0.34831460674157305,0.0
48,-0.2,0.42086266016964446,0.0,0.0,0.34831460674157305,0.0
49,0.5333333333333333,-0.3335138061721711,-0.5,0.0,0.34831460674157305,0.0
50,0.3333333333333333,-0.27720628045479156,-0.5,0.0,0.34831460674157305,0.0
51,0.6666666666666666,2.011911207363292,0.5,0.0,0.34831460674157305,0.0
52,0.8,1.2979606569211333,0.0,0.0,0.34831460674157305,0.0
53,0.6666666666666666,-0.015881609817722433,-0.5,0.0,0.34831460674157305,0.0
54,-0.4,-0.2237863201588161,-0.5,0.0,0.34831460674157305,0.0
55,0.06666666666666667,0.01804728388377549,0.0,0.0,0.34831460674157305,0.0
56,0.9333333333333333,-0.27431871503338745,0.0,0.0,0.34831460674157305,0.0
57,0.13333333333333333,-0.15448475004511822,-0.5,0.0,0.34831460674157305,0.0
58,-0.13333333333333333,0.10828370330265295,-0.5,0.0,0.34831460674157305,0.0
59,1.1333333333333333,-0.2129579498285508,0.5,0.0,0.34831460674157305,0.0
60,1.3333333333333333,-0.09456776755098358,0.5,0.0,0.34831460674157305,0.0
61,-0.6,-0.32485110990795885,0.0,0.0,0.34831460674157305,0.0
62,0.5333333333333333,-0.059195091138783615,0.0,0.0,0.34831460674157305,0.0
63,0.06666666666666667,0.16025988088792636,0.0,0.0,0.34831460674157305,0.0
64,1.1333333333333333,-0.3154665222883956,0.0,0.0,0.34831460674157305,0.0
65,1.2,-0.1725320339288937,0.0,0.0,0.34831460674157305,0.0
66,-0.2,-0.2800938458761956,0.0,0.0,0.34831460674157305,0.0
67,0.9333333333333333,-0.13932503158274678,0.0,0.0,0.34831460674157305,0.0
68,1.0666666666666667,-0.2606027792817181,0.5,0.0,0.34831460674157305,0.0
69,0.2,0.028875654214040786,0.0,0.0,0.34831460674157305,0.0
